source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates
Chapter 4 (Angels),Puriel,puriel,,Angel,published,"The angel of purity, she guides the pure of heart to their respective domains in Heaven.",Main Universe,Angels,,,
Chapter 4 (Angels),Qaphsiel,qaphsiel,,Angel,published,An angel consisting of good and positive energy. He is rarely seen outside of his domain near the Temple.,Main Universe,Angels,,,
Chapter 4 (Angels),Rabia,rabia,,Angel,published,A short angel that can speak and provides the voices to all creatures of existence.,Main Universe,Angels,,,
Chapter 4 (Angels),Rafaela,rafaela,,Angel,published,A saint and the whisperer to many legendary women in human history.,Main Universe,Angels,,,
Chapter 4 (Angels),Raguel,raguel,Azraiel,Angel,published,An Arabic styled angel that resides over the Altar in Maon in Heaven.,Main Universe,Angels,,,
Chapter 4 (Angels),Raphael,raphael,,Angel,published,"An angel of heaven, he has the same name of the Arch Angel. However, his importance is only known because of text that speaks of two Raphael named angels.",Main Universe,Angels,,,
Chapter 4 (Angels),Raphael,raphael-angel,Israfel,Angel,published,An Arch Angel and commander over Raqia with Zachariel. He takes the North and West while Zachariel takes the South and East. Both command the center where the prison of Fallen angels reside.,Main Universe,Angels,,,
Chapter 4 (Angels),Raqib,raqib,,Angel,published,A middle eastern angel that speaks in almost every language ever existed.,Main Universe,Angels,,,
Chapter 4 (Angels),Raziel,raziel,,Angel,published,A sharp tongued angel that is a soldier amongst Ridwan’s army.,Main Universe,Angels,,,
Chapter 4 (Angels),Remiel,remiel,,Angel,published,One of the soldiers of Ridwan’s army.,Main Universe,Angels,,,
Chapter 4 (Angels),Ridwan,ridwan,,Angel,published,A chief that led a small army to Hell to research its layout and spy on Santaniel.,Main Universe,Angels,,,
Chapter 4 (Angels),Sachiel,sachiel,,Angel,published,One of the angels that sings the gospels of Heaven.,Main Universe,Angels,,,
Chapter 4 (Angels),Samael,samael,,Angel,published,The ruler over Makon. He provided the voices to the Song-Uttering Choirs of Heaven.,Main Universe,Angels,,,
Chapter 4 (Angels),Sandalphon,sandalphon,,Angel,published,A greedy angel that eats at darkness. He commands a chariot of stars to drive across the sky eating the darkness.,Main Universe,Angels,,,
Chapter 4 (Angels),Sariel,sariel,,Angel,published,A goat that provides milk to newborn souls to nurse them into existence.,Main Universe,Angels,,,
Chapter 4 (Angels),Selaphiel,selaphiel,,Angel,published,One of the angels that sings the gospels of Heaven.,Main Universe,Angels,,,
Chapter 4 (Angels),Seraph,seraph,Seraphim,Angel,published,"Beautiful angels that are the highest forms of angels. They are direct authority figures that issues out commands to all of Heaven. When their horns are used, a war is imminent.",Main Universe,Angels,,,
Chapter 4 (Angels),Seraphiel,seraphiel,,Angel,published,"Father to Zon, the Prisoner. He fell in love with a demon that help send their son to Earth to evade the war in Heaven. Zon was later reformed to become a great hero that lived for nearly 3,000 years.",Main Universe,Angels,,,
Chapter 4 (Angels),Seraphina,seraphina,,Angel,published,"The beautiful angel that is also mother to Yonrohs, the father of the Gods.",Main Universe,Angels,,,
Chapter 4 (Angels),Shaitaan,shaitaan,,Angel,published,"The monk that while on Earth became so devoted to his cause, was made an angel instantly on his death.",Main Universe,Angels,,,
Chapter 4 (Angels),Shamsiel,shamsiel,,Angel,published,The angel that helps writes down GODs words onto the Heavenly Parchments.,Main Universe,Angels,,,
Chapter 4 (Angels),Simiel,simiel,,Angel,published,The angel that created the first disease at the order of GOD to help wash away evil on Earth.,Main Universe,Angels,,,
Chapter 4 (Angels),Temeluchus,temeluchus,,Angel,published,A spider like angel that provides cures to many diseases on Earth.,Main Universe,Angels,,,
Chapter 4 (Angels),Tennin,tennin,,Angel,published,Angel of sports in Heaven. The word Tennis comes from his name.,Main Universe,Angels,,,
Chapter 4 (Angels),Thrones,thrones,,Angel,published,"Powerful legion of angels that protects Arabol. They are giant angels that possesses heavenly embowed instruments. Their golden armor, heavenly light, and deep thundering voices are said to haunt many of their enemies.",Main Universe,Angels,,,
Chapter 4 (Angels),Tzaphqiel,tzaphqiel,,Angel,published,An angel that guards the prison for fallen angels in Raqia. He is the father to the Celestial Guardian of Raqia.,Main Universe,Angels,,,
Chapter 4 (Angels),Uriel,uriel,,Angel,published,A blinded angel that speaks in the first language forgotten by humans. She is a skilled warrior and was slain in battle against Santaniel.,Main Universe,Angels,,,
Chapter 4 (Angels),Uriel,uriel-angel,,Angel,published,She helps GOD create Eve while her husband Yael helped create Adam.,Main Universe,Angels,,,
Chapter 4 (Angels),Uzziel,uzziel,,Angel,published,A warrior angel that was killed in the battle against Santaniel.,Main Universe,Angels,,,
Chapter 4 (Angels),Virtues,virtues,,Angel,published,Powerful angels that provides authority across the lower levels of Heaven. They are the parents to the High Council and from them comes some orders for the High Council.,Main Universe,Angels,,,
Chapter 4 (Angels),Wormwood,wormwood,,Angel,published,"A worm like angel that can take over the body of another being and through them, it can provide god like powers and the knowledge of Heaven.",Main Universe,Angels,,,
Chapter 4 (Angels),Yael,yael,,Angel,published,He helped GOD create Adam while his wife help creates Eve.,Main Universe,Angels,,,
Chapter 4 (Angels),Yehudiel,yehudiel,,Angel,published,A gifted angel that taught how to speak to humans on creation day.,Main Universe,Angels,,,
Chapter 4 (Angels),Yerachmiel,yerachmiel,,Angel,published,A serpent like angel that speaks in the first language developed on Earth by humans.,Main Universe,Angels,,,
Chapter 4 (Angels),Zabaniyah,zabaniyah,,Angel,published,Guardian angel,Main Universe,Angels,,,
Chapter 4 (Angels),Zachariel,zachariel,,Angel,published,Ruler over the level Raqia. He helped create the prison for fallen angels.,Main Universe,Angels,,,
Chapter 4 (Angels),Zadkiel,zadkiel,,Angel,published,A forbidden angel that was punished for leaking the location of the Garden of Eden to Santaniel.,Main Universe,Angels,,,
Chapter 4 (Angels),Zephon,zephon,,Angel,published,One of the guardians to the prison of fallen angels in Raqia.,Main Universe,Angels,,,
Chapter 4 (Angels),Zophiel,zophiel,,Angel,published,"One of the youngest angels. He was sent to Earth to watch them and learn from them, in hopes to make a better angel by learning from GODs favorite creations.",Main Universe,Angels,,,
Chapter 4 (Angels),Koniel,koniel,,Angel,published,"A dutiful angel that once sat at the right side of GOD’s throne sending his visions down to a select individual. He was considered the King of Oracles and could see into the vast multiverse. Aside from GOD, Koniel had complete omnipotence, omni awareness, and could is even aware of the greater Eden.",Main Universe,Angels,,,
Chapter 4 (Angels),Boshriel,boshriel,,Angel,published,"A powerful angel whose wings are often seen appearing as a flowing dress that could wrap the world twice. Her appearance is very elegant and almost godlike. One of the first original angels created by GOD, Boshriel was the first being next to GOD to experience visions of the future. She was a favorite to The Neither and is referred to as the Queen of Oracles. Boshriel is the ancestor to Koniel and is considered to be a myth.",Main Universe,Angels,,,
Chapter 5 (Demons),Aamon,aamon,Amon,Demon,published,"Creator of Hell, he designed it and built it starting with just one mountain.",Main Universe,Demons,,,
Chapter 5 (Demons),Abaddon,abaddon,,Demon,published,"Leader to the Knights of Hell. She is all powerful and all knowing. She consorted with Belckus before his slumber and thus took over his post as command to the Knights of Hell. Some say that she is as strong if not stronger than his son, Santaniel.",Main Universe,Demons,,,
Chapter 5 (Demons),Abalam,abalam,,Demon,published,Demon soldier to Abaddon.,Main Universe,Demons,,,
Chapter 5 (Demons),Abezethibou,abezethibou,,Demon,published,"Note: Testament of Solomon

Soldier demon of mid-level status.",Main Universe,Demons,,,
Chapter 5 (Demons),Abraxas,abraxas,,Demon,published,"Note: Gnosticism

A soldier demon of mid-level status.",Main Universe,Demons,,,
Chapter 5 (Demons),Abyzou,abyzou,,Demon,published,A lower level demon with four faces,Main Universe,Demons,,,
Chapter 5 (Demons),Ad-Dajjal,ad-dajjal,,Demon,published,A high level demon that stands at the door to Santaniel’s tomb waiting for the final war.,Main Universe,Demons,,,
Chapter 5 (Demons),Adramelech,adramelech,,Demon,published,A war demon that has led numerous wars against the humans of Earth.,Main Universe,Demons,,,
Chapter 5 (Demons),Aeshma,aeshma,,Demon,published,A magical demon that is summoned by many magical beings as a way of fighting others including other demons. Its home is hidden far away from all other demons because of this.,Main Universe,Demons,,,
Chapter 5 (Demons),Agaliarept,agaliarept,,Demon,published,A demon that built the first temple in honor of Santaniel while he was on Earth.,Main Universe,Demons,,,
Chapter 5 (Demons),Agares,agares,,Demon,published,An old demon that help build Hell out of Belckus’ body.,Main Universe,Demons,,,
Chapter 5 (Demons),Agiel,agiel,,Demon,published,A mermaid demon that is enemy to the Mermadic Kingdom.,Main Universe,Demons,,,
Chapter 5 (Demons),Ahriman,ahriman-demon,Angra Mainyu,Demon,published,A mid-level demon with numerous statues dedicated in his honor.,Main Universe,Demons,,,
Chapter 5 (Demons),Aim,aim,,Demon,published,Mid-level demon that rose in the ranks from a lower level demon status by killing numerous world leaders.,Main Universe,Demons,,,
Chapter 5 (Demons),Aka Manah,aka-manah,"Akem Manah, Akoman, Akvan",Demon,published,A horse demon of lower level status.,Main Universe,Demons,,,
Chapter 5 (Demons),Ala,ala,,Demon,published,"A short demon that eats the testicles of newborn sons. Later, it spits out the testicles which hatches into demons.",Main Universe,Demons,,,
Chapter 5 (Demons),Alal,alal,,Demon,published,A mid-level demon,Main Universe,Demons,,,
Chapter 5 (Demons),Alastor,alastor,,Demon,published,A mid-level demon,Main Universe,Demons,,,
Chapter 5 (Demons),Alloces,alloces,,Demon,published,A mid-level demon,Main Universe,Demons,,,
Chapter 5 (Demons),Allu,allu,,Demon,published,A mid-level demon,Main Universe,Demons,,,
Chapter 5 (Demons),Amaymon,amaymon,,Demon,published,A mid-level demon,Main Universe,Demons,,,
Chapter 5 (Demons),Amdusias,amdusias,,Demon,published,A lower level demon with heightened intelligence. He often appears on Earth as a businessman.,Main Universe,Demons,,,
