source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates,age,abilities
Eliteverse-Heroes-Villains-T,Vondra Hikes,vondra-hikes,Mistress Von,Individual,published,"Serving as one of the many members of The Lights, Vondra Hikes until she came to Earth was a political figure amongst her race. Making decisions for mankind and deciding the future of billions. When she rebelled against the others because she believed the world below deserved to make their own decisions, she became a fighter against The Lights and for some time would join SAA.",Main Universe,Heroes,,,The Lights; SAA,,Power over Light
Eliteverse-Heroes-Villains-T,Arny Stage,arny-stage,The One,Individual,published,"Arny Stage has been for his entire life as the most sought out being on the planet because of his unique ability to cancel any ability on the planet. Dressed in all white with decorative symbols around his body, Arny also known as The One has since been considered the most powerful Abnormal reaching ranks pass that of a High Level being all at the age of 5 years old. For his protection, Arny has been sealed away in a locked dimension where no one knows of his existence.",Main Universe,Heroes,,,The Lights,5,Power Negation
Eliteverse-Heroes-Villains-T,The Lowers,the-lowers,,Team,published,,Main Universe,Teams,,,,,
Eliteverse-Heroes-Villains-T,Matt Lower,matt-lower,Dr. Frost,Individual,published,"Matt Lower and his family have been giving special powers through an experiment that would help them against a group of terrorists that wish them dead. In 1989, Matt and his family went on a journey in South Russia to visit several of his college peers. His children witness several men killing some exchange students and were seen by the men and were threaten. Running from these men ever since, the Lowers grew tired of running and Matt devised a plan to stop the men and anyone from threatening them. Matt and his lab partner begun using minerals to build a weapon that would give them a fighting chance. Unbeknownst to him, Matt would give his family super powers in the process.",Main Universe,Heroes,,,The Lowers,43,Ice Breath; Touch can turn anything into Ice
Eliteverse-Heroes-Villains-T,Lydia Lower,lydia-lower,Majestic Girl,Individual,published,"Wife of Matt Lower, Lydia Lower was given the unique ability to others abilities and use them as her own temporarily which came in handy when defended herself against stronger opponents. (read Matt Lower for more information on history)",Main Universe,Heroes,,,The Lowers,38,Body Mimicry
Eliteverse-Heroes-Villains-T,Dola Lower,dola-lower,Platinum,Individual,published,"Daughter of Matt Lower and Lydia Lower, Dola Lower could touch any steel object and control its substance; if the object was bigger she could get bigger and vice versa. She could enhance her strength, weight, height, and see through anything that was steel and sometimes metal. Unlike her family she doesn’t like their new life and wishes to return to her normal lifestyle with her friends and going to school instead of being homeschool and fighting crime.",Main Universe,Heroes,,,The Lowers,16,Absorb different forms of Steel
Eliteverse-Heroes-Villains-T,Stirn Lower,stirn-lower,The Phantom,Individual,published,"Considering his abilities and what his family does cool, Stirn Lower has had many faults in his life and was for a moment considered the loner of the family. Stirn also called The Phantom can levitate himself and the things around him using limited Focus Levitation. To some resources, his abilities are considered the strongest mostly because he practices more with his powers than his family does.",Main Universe,Heroes,,,The Lowers,15,Focus Levitation
Eliteverse-Heroes-Villains-T,The Mentals,the-mentals,,Team,published,,Main Universe,Teams,,,,,
Eliteverse-Heroes-Villains-T,Herbie Oshcock,herbie-oshcock,Mimic,Individual,published,"Herbie has always been a pushover to everyone that met him even while in school. However now that he has grown into his powers as a mimic telepath, Herbie is now more powerful and much feared amongst his peers. At one time in his life, Herbie was a member of The Mentals and used his abilities to create mindless soldiers. Later in life after the fall of the Army of Chaos, Herbie becomes a member of the Circus Family.",Main Universe,Heroes,,,The Mentals; The Immortals; Circus Family,43,Mimic Telekinesis
Eliteverse-Heroes-Villains-T,Kinda Jockae,kinda-jockae,Empath,Individual,published,"Kinda Jockae could always know when someone was hurt or was sad through the use of her Empathy. During her years as a social worker, Kinda discovered her abilities and started to go by the name Empath to help others in need of her assistance. She would then join The Mentals in hopes to further develop her talents and help out people on a wider scale.",Main Universe,Heroes,,,The Mentals,28,Empathy
Eliteverse-Heroes-Villains-T,Sondra Elitae’,sondra-elitae,Mesmerize,Individual,published,"Age: 91 (appears 26)

Sondra Elitae’ died during the early 1900s due to a head trauma caused by skiing. In the late 90s, Sondra was said to have been seen by a local school boy who described her as being dressed in white covered in what appeared to be clouds and floated across the ground like an angel. While in her induce coma like state, Sondra reached a mental level where she could transport her body to another plane known as Dreomede. There she met another mental that could bring dreams to reality and the two started The Mentals. With their combined efforts they returned to Earth only in spirit form trying to get enough dreams to become alive again.",Main Universe,Heroes,,,The Mentals,,Telepathy; Can control dreams
Eliteverse-Heroes-Villains-T,Dao Gow,dao-gow,Hypnos,Individual,published,"Age: 67 (appears 34)

Dao Gow was punished to a place of nightmares because of his dark magic. However he vowed that one day he would come back to the land of the living and place everyone into a coma state controlling them through their dreams. To cover up his plan he created The Mentals and made them appear as heroes protecting others while draining everyone they save of their dreams. This plan however was unknowingly to Empath & Minerva.",Main Universe,Heroes,,,The Mentals,,Turn dreams real
Eliteverse-Heroes-Villains-T,Sara Blink,sara-blink,Minerva,Individual,published,Often mistaken to be the descendent of the goddess of the same name. Sara Blink also known as Minerva has the ability to see into the future and predict it accurately which caused her to be sought out by some of the world’s most powerful forces. She would then hide away at SAA to only leave months after her arrival to a secluded location known as the new Delphi. Minerva joined The Mentals because of their similar abilities and was considered the replacement to Oracle.,Main Universe,Heroes,,,SAA; The Mentals,26,Foresight
Eliteverse-Heroes-Villains-T,The New Generals,the-new-generals,,Team,published,,Main Universe,Teams,,,,,
Eliteverse-Heroes-Villains-T,Layton Brandon Jr,layton-brandon-jr,General Earth,Individual,published,"Following in his father’s footsteps, Layton Jr. knew of his duty of leading the new age version of the Generals and making sure that Britain and most of Europe was being protected from outside threats. His daughter showcased similar attributes as he do.",Main Universe,Heroes,,,The New Generals,26,Power over the Ground
Eliteverse-Heroes-Villains-T,The New World,the-new-world,,Team,published,,Main Universe,Teams,,,,,
Eliteverse-Heroes-Villains-T,Amber Ildriegch,amber-ildriegch,Skirtingų,Individual,published,"Abilities: Blackouts of which she gets another personality that gives her superhuman strength

Amber Ildriegch was found next to her girlfriend’s dead body who was murdered the night before while they both were sleeping. Amber believes she was saved because she was the one that killed her girlfriend that night. She explained the story to the police and later to New World group and it was confirmed that it’s her abnormal abilities which causes her blackouts and the death of her girlfriend.",Main Universe,Heroes,,,The New World,29,Speed; Intelligence; Giant wings; Poisonous spit; Burning light
