source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates,options
Chapter 13 (Monsters),"Diagus, Dragon Lord",diagus-dragon-lord,,Monster,published,"Evolves from: Firebolt Dragon

Giant dragon like man w/black warrior attire",Main Universe,Monsters,,,,Types: Prehistoric; Types: Shadow
Chapter 13 (Monsters),Tophuron,tophuron,,Monster,published,Green sparkling & bluish dragon w/3 tails,Main Universe,Monsters,,,,Types: Prehistoric; Types: Leaf; Level: Enrage
Chapter 13 (Monsters),NYU,nyu,,Monster,published,Small dino head w/patches of ice,Main Universe,Monsters,,,,Types: Prehistoric; Level: Baby Form
Chapter 13 (Monsters),Nonyu,nonyu,,Monster,published,"Evolves from: NYU

Boy size dinosaur w/patches of ice on body",Main Universe,Monsters,,,,Types: Prehistoric
Chapter 13 (Monsters),Repta-Nonyu,repta-nonyu,,Monster,published,"Evolves from: Nonyu

Giant reptor w/ice sickles on shoulders & legs",Main Universe,Monsters,,,,Types: Prehistoric
Chapter 13 (Monsters),Arctic Reptus,arctic-reptus,,Monster,published,"Evolves from: Repta Nonyu

Giant reptor w/sickles of ice around body & armor",Main Universe,Monsters,,,,Types: Prehistoric; Types: Frozen
Chapter 13 (Monsters),Dragon Lion,dragon-lion,,Monster,published,Lion like dragon w/partial body armor & body color changes each chapter,Main Universe,Monsters,,,,Types: Prehistoric; Types: Elemental; Level: Enrage
Chapter 13 (Monsters),Euhelophia,euhelophia,,Monster,published,Baby Euhelopus w/patches of grass around body & ancient symbols around tail,Main Universe,Monsters,,,,Types: Prehistoric; Level: Ability
Chapter 13 (Monsters),Aelentina,aelentina,,Monster,published,"Prehistoric type: Serpent

10ft serpent like creature w/female like attributes, long cloud like hair, claws, fangs, & one eye",Main Universe,Monsters,,,,Types: Prehistoric; Level: Battle
Chapter 13 (Monsters),Gongon,gongon,,Monster,published,"Dinosaur like creature w/helmet like shell that wraps around entire body & legs, short floppy ears made of diamond like structure",Main Universe,Monsters,,,,Types: Prehistoric; Level: Ability
Chapter 13 (Monsters),Birdduck,birdduck,,Monster,published,Bird like duck dinosaur creature w/small wings (can’t fly),Main Universe,Monsters,,,,Types: Prehistoric; Types: Aqua; Level: Ability
Chapter 13 (Monsters),Falconsaur,falconsaur,,Monster,published,"Evolves from: Birdduck

Dragon w/bird like features, duck beak, partial metal patches around body",Main Universe,Monsters,,,,Types: Prehistoric; Types: Aero
Chapter 13 (Monsters),Adrexus,adrexus,,Monster,published,Blue/white dinosaur boy w/giant gem on forehead & giant claws & fangs,Main Universe,Monsters,,,,Types: Prehistoric; Types: Pyro; Level: Ability
Chapter 13 (Monsters),Kenogra,kenogra,,Monster,published,"Evolves from: Adrexus

Adult version of ADREXUS w/small wings",Main Universe,Monsters,,,,Types: Prehistoric; Types: Pyro; Types: Soldier
Chapter 13 (Monsters),"Tornardius, Master Of Illusions",tornardius-master-of-illusions,,Monster,published,"Evolves from: Kenogra

Dinosaur like man w/magician attire, floating orbs around body, staff, & mask",Main Universe,Monsters,,,,Types: Prehistoric; Types: Pyro; Types: Spell
Chapter 13 (Monsters),Cypress Dragon,cypress-dragon,,Monster,published,"Prehistoric type: Serpent

White & blue dragon w/sharp fangs, claws, pulled back horns, symbols of the apocalypse around its body, minor body armor, glowing chest/stomach plate, blue eyes",Main Universe,Monsters,,,,Types: Prehistoric; Level: Enrage
Chapter 13 (Monsters),Paramus Draken,paramus-draken,,Monster,published,Dragonfly like dragon w/giant wings & different colored bodies (depends on its environment),Main Universe,Monsters,,,,Types: Prehistoric; Level: Battle
Chapter 13 (Monsters),Silene,silene,,Monster,published,"Woman w/long white hair, staff, arrows, long golden dress, crescent moon symbol around skin",Main Universe,Monsters,,,,Types: Night; Level: Enrage
Chapter 13 (Monsters),Silent Whistler,silent-whistler,,Monster,published,Giant ghostly wizard like creature w/glowing solid light in its chest,Main Universe,Monsters,,,,Types: Night; Types: Death
Chapter 13 (Monsters),Moon Angel,moon-angel,,Monster,published,"Male angel w/black skin tight armor, giant black/white wings, giant sword",Main Universe,Monsters,,,,Types: Night; Types: Light; Level: Battle
Chapter 13 (Monsters),Guardian Of Eve,guardian-of-eve,,Monster,published,"Female elf w/fairy wings on lower back, sword, short blonde hair, breast plate like structure on chest",Main Universe,Monsters,,,,Types: Night; Types: Soldier; Level: Extreme
Chapter 13 (Monsters),Nightkelf Owl,nightkelf-owl,,Monster,published,Owl w/armor,Main Universe,Monsters,,,,Types: Night; Types: Aero; Level: Battle
Chapter 13 (Monsters),Starlets,starlets,,Monster,published,White fluffy like creatures glowing with white light w/small wings,Main Universe,Monsters,,,,Types: Night; Level: Baby Form
Chapter 13 (Monsters),Moon Star,moon-star,,Monster,published,Elf w/warrior attire & long shinning tail (star on tip),Main Universe,Monsters,,,,Types: Night; Level: Battle
Chapter 13 (Monsters),Ainote,ainote,,Monster,published,,Main Universe,Monsters,,,,Types: Night; Types: Day; Types: Soldier; Level: Battle
Chapter 13 (Monsters),Indian like warrior,indian-like-warrior,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),"Nia, Goddess Of The Night",nia-goddess-of-the-night,,Monster,published,"Woman w/cat like features, long robe in all black & warrior attire",Main Universe,Monsters,,,,Types: Night; Level: Godly Level
Chapter 13 (Monsters),"Dhya, God Of Day",dhya-god-of-day,,Monster,published,"Appearance: Man w/sun like structure around head, armor, staff, giant griffin like wings, lower part of body of a lion standing upright

A ruthless deity that once was worshipped by over 10,000 sun creatures, however as his reign fell, so did his list of followers. Today only a few Day Types remain becoming the rarest of types and with it his power from worship has weakened greatly. However, he is still able to easily defeat even a Enrage Level creature.",Main Universe,Monsters,,,,Types: Day; Level: Godly Level
Chapter 13 (Monsters),Guardian Of Adam,guardian-of-adam,,Monster,published,"Appearance: Half nude elf w/bow & arrow, crown

The once famous guardian of the first man. The Guardian of Adam as he is called by everyone, was one of the first warriors. It uses magical arrows crafted in the Garden of Eden to bestow everything from poison to healing remedies onto others.",Main Universe,Monsters,,,,Types: Day; Types: Soldier; Level: Extreme
Chapter 13 (Monsters),Starlets (Dark Form),starlets-dark-form,,Monster,published,,Main Universe,Monsters,,,,Types: Day; Level: Baby Form
Chapter 13 (Monsters),Black versions of STARLETS,black-versions-of-starlets,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),"Timius, God Of Time",timius-god-of-time,,Monster,published,Old bearded man w/clock like staff & clock like head,Main Universe,Monsters,,,,Types: Time; Level: Godly Level
Chapter 13 (Monsters),Clock Daemon,clock-daemon,,Monster,published,Short boy w/clocks & armor,Main Universe,Monsters,,,,Types: Time; Level: Ability
Chapter 13 (Monsters),Clock Smith,clock-smith,,Monster,published,,Main Universe,Monsters,,,,Types: Time; Level: Enrage
Chapter 13 (Monsters),Old man made up of clocks,old-man-made-up-of-clocks,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),Anitius,anitius,,Monster,published,Lion w/diamond shards incrusted in its fur,Main Universe,Monsters,,,,Types: Time; Types: Beast; Level: Ability
Chapter 13 (Monsters),Andhross,andhross,,Monster,published,Lion w/warrior attire & diamond patches around armor & fur,Main Universe,Monsters,,,,Types: Time; Types: Soldier; Level: Battle
Chapter 13 (Monsters),"Tempus, The Lion Beast",tempus-the-lion-beast,,Monster,published,Lion like creature w/clocks embedded into fur & partial armor w/long tail (watch on tip of tail),Main Universe,Monsters,,,,Types: Time; Types: Beast; Level: Extreme
Chapter 13 (Monsters),Clock Mage,clock-mage,,Monster,published,Wizard w/clocks dangling from attire (oversees all history),Main Universe,Monsters,,,,Types: Time; Types: Spell; Level: Enrage
Chapter 13 (Monsters),Time Witch,time-witch,,Monster,published,"Beautiful witch w/long flowing white hair, staff (with giant clock on tip), small clocks around dress (oversees the future)",Main Universe,Monsters,,,,Types: Time; Types: Spell; Level: Enrage
Chapter 13 (Monsters),Daksha,daksha,,Monster,published,"Red man w/Hindu attire, 4 arms, sword, ancient bell, appears similar to Creator God in Hindu Myths, Daksha",Main Universe,Monsters,,,,Types: Time; Level: Godly Level
Chapter 13 (Monsters),Dark Lion,dark-lion,,Monster,published,Black lion w/armor & long pointy tail with partial armor on tip,Main Universe,Monsters,,,,Types: Beast; Types: Shadow; Level: Battle
Chapter 13 (Monsters),"Ski Ah, Lion Warrior",ski-ah-lion-warrior,,Monster,published,"Lion standing upright w/warrior attire, sword, & wings",Main Universe,Monsters,,,,Types: Beast; Types: Soldier; Level: Battle
Chapter 13 (Monsters),"Niagara, Night Wolf",niagara-night-wolf,,Monster,published,"Black wolf w/white & blue armor, giant white wings, & long split tail",Main Universe,Monsters,,,,Types: Beast; Types: Night; Level: Battle
Chapter 13 (Monsters),Dodi,dodi,,Monster,published,Ostrich w/beastly features & partial armor,Main Universe,Monsters,,,,Types: Beast; Types: Aero; Level: Ability
Chapter 13 (Monsters),Jurdon,jurdon,,Monster,published,Beast man w/body of fire,Main Universe,Monsters,,,,Types: Beast; Types: Pyro; Level: Battle
Chapter 13 (Monsters),"Drandon, Beast King",drandon-beast-king,,Monster,published,Human like beast w/cloak,Main Universe,Monsters,,,,Types: Beast; Types: Soldier; Level: Enrage
Chapter 13 (Monsters),Lacuma,lacuma,,Monster,published,Gargoyle like creature w/giant horns & partial steel/rock body,Main Universe,Monsters,,,,Types: Beast; Types: Shadow; Level: Enrage
Chapter 13 (Monsters),Tezerize,tezerize,,Monster,published,"Metal type: Virus

Black Troll w/4 eyes",Main Universe,Monsters,,,,Types: Beast; Types: Metal; Level: Battle
Chapter 13 (Monsters),The Kilwmar Giants,the-kilwmar-giants,,Monster,published,Grass covered green giants w/giant club & kilt,Main Universe,Monsters,,,,Types: Beast; Level: Battle
Chapter 13 (Monsters),Forest Giants,forest-giants,,Monster,published,Green giants w/trees arising from shoulders & kilt,Main Universe,Monsters,,,,Types: Beast; Level: Battle
Chapter 13 (Monsters),Ice Giant,ice-giant,,Monster,published,"Giant man w/blue like fur around body & ice like kilt, giant ice sickle club, ice sickle like horns from body",Main Universe,Monsters,,,,Types: Beast; Types: Frozen; Level: Battle
Chapter 13 (Monsters),Ki Totura,ki-totura,,Monster,published,"Asian deer like warrior standing upright w/human hands & features, body armor, & giant stick",Main Universe,Monsters,,,,Types: Beast; Types: Soldier; Level: Battle
Chapter 13 (Monsters),The Giant Ross,the-giant-ross,,Monster,published,Giant w/armor & weaponry,Main Universe,Monsters,,,,Types: Beast; Level: Battle
Chapter 13 (Monsters),Invisible Predator,invisible-predator,,Monster,published,Beastly giant scorpion like demon w/spikes,Main Universe,Monsters,,,,Types: Beast; Level: Battle
Chapter 13 (Monsters),Spiker,spiker,,Monster,published,"Tentacle like creature w/spikes around body, giant mouth, one eye & fangs",Main Universe,Monsters,,,,Types: Beast; Level: Battle
Chapter 13 (Monsters),Morphed Being,morphed-being,,Monster,published,"Giant bulky creature w/demonic lims, bloody skin, 3 eyes, 7 arms, heads growing from skin, teeth on its fist & shoes, armor",Main Universe,Monsters,,,,Types: Beast; Level: Battle
Chapter 13 (Monsters),Creature Queen,creature-queen,,Monster,published,"Beautiful half dragon woman w/long black hair, 4 eyes, staff, sword, dragon tail, & 6 arms",Main Universe,Monsters,,,,Types: Beast; Level: Enrage
Chapter 13 (Monsters),Cave Sleeper,cave-sleeper,,Monster,published,Giant creature w/Ying yang like mask on extendible like neck connected to a deformed blob like body paste on usually a wall,Main Universe,Monsters,,,,Types: Beast; Level: Battle
Chapter 13 (Monsters),Hommon Troll,hommon-troll,,Monster,published,Giant troll w/7 arms,Main Universe,Monsters,,,,Types: Beast; Level: Battle
Chapter 13 (Monsters),Serophant,serophant,,Monster,published,"Half man, elephant w/wings around ears, crown, two tails, pearl on chest",Main Universe,Monsters,,,,Types: Beast; Types: Light; Level: Extreme
Chapter 13 (Monsters),Ghost Lion,ghost-lion,,Monster,published,"Lion w/magical armor, seraph wings, transparent appearance",Main Universe,Monsters,,,,Types: Beast; Types: Death; Level: Extreme
Chapter 13 (Monsters),Diamond Kat,diamond-kat,,Monster,published,Diamond tiger w/armored bands around tail,Main Universe,Monsters,,,,Types: Beast; Types: Geo; Level: Ability
Chapter 13 (Monsters),Jammiraff,jammiraff,,Monster,published,Giraffe w/little mechanic parts,Main Universe,Monsters,,,,Types: Beast; Types: Shock; Level: Ability
Chapter 13 (Monsters),Machineraff,machineraff,,Monster,published,"Evolves from: Jammiraff

Mechanical giraffe w/extendible wire like tail",Main Universe,Monsters,,,,Types: Beast; Types: Metal
Chapter 13 (Monsters),Copote’,copote,,Monster,published,Goat w/armor,Main Universe,Monsters,,,,Types: Beast; Level: Battle
Chapter 13 (Monsters),Yote,yote,,Monster,published,Coyote w/armor,Main Universe,Monsters,,,,Types: Beast; Level: Battle
Chapter 13 (Monsters),Metal Eagle,metal-eagle,,Monster,published,,Main Universe,Monsters,,,,Types: Beast; Types: Metal; Level: Battle
Chapter 13 (Monsters),Strommen,strommen,,Monster,published,"Deer w/antlers, hard body, black bodied, Egyptian markings",Main Universe,Monsters,,,,Types: Beast; Types: Elemental; Level: Enrage
Chapter 13 (Monsters),Iknoose,iknoose,,Monster,published,"Moose w/lightning markings, Arabic words written on its body",Main Universe,Monsters,,,,Types: Beast; Types: Elemental; Level: Enrage
Chapter 13 (Monsters),Ederos,ederos,,Monster,published,Winged white horse w/orbs floating around its neck,Main Universe,Monsters,,,,Types: Beast; Types: Elemental; Level: Enrage
Chapter 13 (Monsters),Fexifex,fexifex,,Monster,published,,Main Universe,Monsters,,,,Types: Beast; Types: Frozen; Level: Ability
Chapter 13 (Monsters),Blue fox girl,blue-fox-girl,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),Alomex (Pure Mode),alomex-pure-mode,,Monster,published,"Evolves from: Fexifex

Bluish green fox woman w/Asian fuku",Main Universe,Monsters,,,,Types: Beast; Types: Frozen
Chapter 13 (Monsters),Alomex (Battle Mode),alomex-battle-mode,,Monster,published,"Evolves from: Fexifex

ALOMEX w/armor",Main Universe,Monsters,,,,Types: Beast; Types: Frozen; Types: Soldier
Chapter 13 (Monsters),Sacred Jackal,sacred-jackal,,Monster,published,Black jackal w/jewels around body,Main Universe,Monsters,,,,Types: Beast; Types: Pyro; Types: Shadow; Level: Ability
Chapter 13 (Monsters),Crazy Baboon,crazy-baboon,,Monster,published,Baboon w/armor & cannon on arms,Main Universe,Monsters,,,,Types: Beast; Level: Battle
Chapter 13 (Monsters),Protector Anteater,protector-anteater,,Monster,published,Anteater w/armor,Main Universe,Monsters,,,,Types: Beast; Level: Ability
Chapter 13 (Monsters),Permuue,permuue,,Monster,published,Giant furry blob w/cat ears & eyes,Main Universe,Monsters,,,,Types: Beast; Types: Vermin; Level: Battle
Chapter 13 (Monsters),Black Diamond Stallion,black-diamond-stallion,,Monster,published,Black horse w/fire hair,Main Universe,Monsters,,,,Types: Beast; Types: Pyro; Level: Battle
Chapter 13 (Monsters),Solzununk,solzununk,,Monster,published,Black & white skunk w/partial armor,Main Universe,Monsters,,,,Types: Beast; Level: Ability
Chapter 13 (Monsters),Tribber,tribber,,Monster,published,Possum w/armor,Main Universe,Monsters,,,,Types: Beast; Level: Ability
Chapter 13 (Monsters),Desmole,desmole,,Monster,published,Mole w/armor,Main Universe,Monsters,,,,Types: Beast; Level: Ability
Chapter 13 (Monsters),Dasher,dasher,,Monster,published,Cheetah w/armor,Main Universe,Monsters,,,,Types: Beast; Level: Ability
